page,subdomain,section,subsection,content_type,total_clicks,total_impressions,avg_position,first_seen,last_seen,ctr,short_name,Date_Published,Cluster,Word Count,Inlinks,Unique Inlinks
https://client_domain.com/illinoistech-oe/,(root),illinoistech-oe,illinoistech-oe,Existing Content,0,1,1.0,2022-12-06,2022-12-06,0.0,illinoistech-oe,,,,,
https://client_domain.com/siscbenefits/,(root),siscbenefits,siscbenefits,Existing Content,2,61,13.14367816091954,2022-01-21,2023-10-25,3.278688524590164,siscbenefits,,,,,
https://client_domain.com/state-of-msk-report-2022-pdf/,(root),state-of-msk-report-2022-pdf,state-of-msk-report-2022-pdf,Existing Content,0,1,4.0,2022-09-06,2022-09-06,0.0,state-of-msk-report-2022-pdf,,,,,
https://client_domain.com/tamus/,(root),tamus,tamus,Existing Content,16,51,7.920289855072463,2022-01-21,2023-03-14,31.372549019607842,tamus,,,,,
https://client_domain.com/uchicago/,(root),uchicago,uchicago,Existing Content,8,16,10.5,2023-10-30,2023-11-29,50.0,uchicago,,,,,
https://client_domain.com/uchicagohealthplan/,(root),uchicagohealthplan,uchicagohealthplan,Existing Content,3,9,13.375,2023-08-18,2024-01-12,33.33333333333333,uchicagohealthplan,,,,,
https://client_domain.com/validation-institute-report-2021-pdf/,(root),validation-institute-report-2021-pdf,validation-institute-report-2021-pdf,Existing Content,14,237,15.776554149038661,2022-01-05,2022-06-26,5.9071729957805905,validation-institute-report-2021-pdf,,,,,
https://coach-scaling.client_domain.com/,coach-scaling,(homepage),(homepage),Existing Content,5,82,3.203554175293305,2023-03-12,2024-01-08,6.097560975609756,coach-scaling.client_domain.com,,,,,
https://configurator-pentest.client_domain.com/,configurator-pentest,(homepage),(homepage),Existing Content,2,32,24.34375,2023-03-12,2023-12-28,6.25,configurator-pentest.client_domain.com,,,,,
https://configurator.client_domain.com/,configurator,(homepage),(homepage),Existing Content,5,57,2.9035087719298245,2023-04-20,2024-01-13,8.771929824561402,configurator.client_domain.com,,,,,
https://ctt-shell-staging.client_domain.com/,ctt-shell-staging,(homepage),(homepage),Existing Content,0,1,2.0,2023-07-07,2023-07-07,0.0,ctt-shell-staging.client_domain.com,,,,,
https://es.client_domain.com/,es,(homepage),(homepage),Existing Content,0,23,2.782608695652174,2023-07-08,2024-01-12,0.0,es.client_domain.com,,,,,
https://es.client_domain.com/about/,es,about,about,Existing Content,0,3,9.5,2023-07-12,2024-01-03,0.0,about,,,,,
https://es.client_domain.com/about/contact/,es,about,about/contact,Existing Content,0,1,4.0,2023-09-11,2023-09-11,0.0,contact,,,,,
https://es.client_domain.com/about/diversity-equity-inclusion/,es,about,about/diversity-equity-inclusion,Existing Content,0,2,11.5,2023-12-06,2023-12-11,0.0,diversity-equity-inclusion,,,,,
https://es.client_domain.com/for-individuals/pelvic-health/,es,for-individuals,for-individuals/pelvic-health,Existing Content,1,12,14.541666666666666,2023-10-03,2024-01-12,8.333333333333332,pelvic-health,,,,,
https://es.client_domain.com/for-organizations/,es,for-organizations,for-organizations,Existing Content,1,26,22.98076923076923,2023-07-30,2023-12-15,3.8461538461538463,for-organizations,,,,,
https://es.client_domain.com/for-organizations/consultant/,es,for-organizations,for-organizations/consultant,Existing Content,0,8,13.75,2023-09-16,2023-12-29,0.0,consultant,,,,,
https://es.client_domain.com/for-organizations/healthplans/,es,for-organizations,for-organizations/healthplans,Existing Content,0,2,10.0,2023-09-21,2023-11-27,0.0,healthplans,,,,,
https://es.client_domain.com/for-organizations/our-approach/,es,for-organizations,for-organizations/our-approach,Existing Content,0,5,3.3,2023-08-21,2023-11-08,0.0,our-approach,,,,,
https://es.client_domain.com/product/house-calls/,es,product,product/house-calls,Existing Content,0,2,2.0,2023-09-24,2024-01-09,0.0,house-calls,,,,,
https://es.client_domain.com/product/precision-motion-technology/,es,product,product/precision-motion-technology,Existing Content,0,13,7.888888888888883,2023-07-10,2024-01-13,0.0,precision-motion-technology,,,,,
https://es.client_domain.com/resources/articles/7-daily-breathing-exercises-to-a-stress-free-and-healthier-life/,es,resources,resources/articles,Existing Content,0,15,14.9,2023-08-28,2024-01-13,0.0,7-daily-breathing-exercises-to-a-stress-free-and-healthier-life,,,,,
https://es.client_domain.com/resources/articles/abdominal-bracing/,es,resources,resources/articles,Existing Content,0,1,7.0,2024-01-09,2024-01-09,0.0,abdominal-bracing,,,,,
https://es.client_domain.com/resources/articles/aso/,es,resources,resources/articles,Existing Content,0,1,1.0,2023-12-23,2023-12-23,0.0,aso,,,,,
https://es.client_domain.com/resources/articles/avantor-whole-body-approach-to-msk/,es,resources,resources/articles,Existing Content,0,1,9.0,2024-01-01,2024-01-01,0.0,avantor-whole-body-approach-to-msk,,,,,
https://es.client_domain.com/resources/articles/back-of-knee-pain/,es,resources,resources/articles,Existing Content,2,58,38.43055555555555,2023-08-02,2024-01-13,3.4482758620689653,back-of-knee-pain,,,,,
https://es.client_domain.com/resources/articles/back-pain-from-sitting-at-desk/,es,resources,resources/articles,Existing Content,0,24,15.30952380952381,2023-09-01,2024-01-09,0.0,back-pain-from-sitting-at-desk,,,,,
https://es.client_domain.com/resources/articles/back-pain-heat-or-ice/,es,resources,resources/articles,Existing Content,0,2,14.0,2023-11-30,2023-12-25,0.0,back-pain-heat-or-ice,,,,,
https://es.client_domain.com/resources/articles/back-pain/,es,resources,resources/articles,Existing Content,0,28,16.270833333333332,2023-08-07,2024-01-09,0.0,back-pain,,,,,
https://es.client_domain.com/resources/articles/benefits-of-deep-squat/,es,resources,resources/articles,Existing Content,0,4,20.5,2023-12-01,2024-01-01,0.0,benefits-of-deep-squat,,,,,
https://es.client_domain.com/resources/articles/bridge-exercise/,es,resources,resources/articles,Existing Content,0,6,6.266666666666666,2023-12-01,2024-01-10,0.0,bridge-exercise,,,,,
https://es.client_domain.com/resources/articles/bursitis-hip/,es,resources,resources/articles,Existing Content,0,5,5.5,2023-09-03,2023-11-03,0.0,bursitis-hip,,,,,
https://es.client_domain.com/resources/articles/bursitis-knee/,es,resources,resources/articles,Existing Content,0,3,3.3333333333333335,2023-08-21,2023-09-19,0.0,bursitis-knee,,,,,
https://es.client_domain.com/resources/articles/calf-pain-after-running/,es,resources,resources/articles,Existing Content,0,5,7.0,2023-09-14,2023-09-28,0.0,calf-pain-after-running,,,,,
https://es.client_domain.com/resources/articles/can-sciatica-cause-knee-pain/,es,resources,resources/articles,Existing Content,2,11,8.88888888888889,2023-09-15,2023-12-17,18.181818181818183,can-sciatica-cause-knee-pain,,,,,
https://es.client_domain.com/resources/articles/coordination-exercises/,es,resources,resources/articles,Existing Content,1,6,2.5,2023-09-11,2024-01-04,16.666666666666664,coordination-exercises,,,,,
https://es.client_domain.com/resources/articles/debunking-the-myth-of-perfect-back-posture-4-ways-to-reduce-lower-back-pain/,es,resources,resources/articles,Existing Content,0,11,18.272727272727273,2023-08-11,2023-10-03,0.0,debunking-the-myth-of-perfect-back-posture-4-ways-to-reduce-lower-back-pain,,,,,
https://es.client_domain.com/resources/articles/does-sciatica-cause-hip-pain/,es,resources,resources/articles,Existing Content,0,2,13.0,2023-11-07,2023-11-30,0.0,does-sciatica-cause-hip-pain,,,,,
https://es.client_domain.com/resources/articles/donkey-kicks/,es,resources,resources/articles,Existing Content,0,1,9.0,2023-08-30,2023-08-30,0.0,donkey-kicks,,,,,
https://es.client_domain.com/resources/articles/ergonomic-myths-employers-should-know/,es,resources,resources/articles,Existing Content,0,3,7.666666666666667,2023-08-17,2023-12-19,0.0,ergonomic-myths-employers-should-know,,,,,
https://es.client_domain.com/resources/articles/exercise-for-pinched-nerve-in-neck/,es,resources,resources/articles,Existing Content,0,3,8.333333333333334,2023-09-07,2023-11-02,0.0,exercise-for-pinched-nerve-in-neck,,,,,
https://es.client_domain.com/resources/articles/exercises-for-pinched-nerve-in-lower-back/,es,resources,resources/articles,Existing Content,0,1,18.0,2023-11-02,2023-11-02,0.0,exercises-for-pinched-nerve-in-lower-back,,,,,
https://es.client_domain.com/resources/articles/exercises-for-sprained-ankle/,es,resources,resources/articles,Existing Content,0,2,6.0,2023-09-18,2023-09-27,0.0,exercises-for-sprained-ankle,,,,,
https://es.client_domain.com/resources/articles/exercises-to-do-at-your-desk/,es,resources,resources/articles,Existing Content,0,9,3.888888888888889,2023-09-12,2023-11-04,0.0,exercises-to-do-at-your-desk,,,,,
https://es.client_domain.com/resources/articles/exercises-to-open-hips/,es,resources,resources/articles,Existing Content,0,2,3.5,2023-11-03,2023-11-22,0.0,exercises-to-open-hips,,,,,
https://es.client_domain.com/resources/articles/external-hip-rotation/,es,resources,resources/articles,Existing Content,0,2,4.0,2023-12-01,2023-12-03,0.0,external-hip-rotation,,,,,
https://es.client_domain.com/resources/articles/feeling-better-vs-getting-better/,es,resources,resources/articles,Existing Content,0,3,4.333333333333333,2023-10-18,2023-12-12,0.0,feeling-better-vs-getting-better,,,,,
https://es.client_domain.com/resources/articles/fibromyalgia-physical-exercise/,es,resources,resources/articles,Existing Content,0,5,3.2,2023-10-23,2023-12-12,0.0,fibromyalgia-physical-exercise,,,,,
https://es.client_domain.com/resources/articles/figure-four/,es,resources,resources/articles,Existing Content,0,2,6.5,2024-01-12,2024-01-13,0.0,figure-four,,,,,
https://es.client_domain.com/resources/articles/fire-hydrants/,es,resources,resources/articles,Existing Content,0,3,3.6666666666666665,2023-11-28,2023-12-19,0.0,fire-hydrants,,,,,
https://es.client_domain.com/resources/articles/hamstring-curl/,es,resources,resources/articles,Existing Content,0,10,5.6,2023-10-17,2023-12-08,0.0,hamstring-curl,,,,,
https://es.client_domain.com/resources/articles/hamstring-stretch/,es,resources,resources/articles,Existing Content,1,16,29.127777777777773,2023-12-23,2024-01-13,6.25,hamstring-stretch,,,,,
https://es.client_domain.com/resources/articles/healthcare-equity/,es,resources,resources/articles,Existing Content,0,2,6.0,2023-12-10,2023-12-15,0.0,healthcare-equity,,,,,
https://es.client_domain.com/resources/articles/heel-pain/,es,resources,resources/articles,Existing Content,1,55,15.587414965986392,2023-08-03,2024-01-02,1.8181818181818181,heel-pain,,,,,
https://es.client_domain.com/resources/articles/hip-arthritis/,es,resources,resources/articles,Existing Content,0,8,8.75,2023-08-31,2023-09-22,0.0,hip-arthritis,,,,,
https://es.client_domain.com/resources/articles/hip-flexor-stretch/,es,resources,resources/articles,Existing Content,0,1,6.0,2023-09-26,2023-09-26,0.0,hip-flexor-stretch,,,,,
https://es.client_domain.com/resources/articles/hip-labral-tear/,es,resources,resources/articles,Existing Content,0,6,8.333333333333334,2023-12-29,2024-01-12,0.0,hip-labral-tear,,,,,
https://es.client_domain.com/resources/articles/hip-mobility-exercises/,es,resources,resources/articles,Existing Content,0,4,16.0,2023-12-26,2024-01-13,0.0,hip-mobility-exercises,,,,,
https://es.client_domain.com/resources/articles/hip-pain-after-running/,es,resources,resources/articles,Existing Content,3,61,13.663378787878784,2023-08-02,2024-01-13,4.918032786885246,hip-pain-after-running,,,,,
https://es.client_domain.com/resources/articles/hip-pain-at-night/,es,resources,resources/articles,Existing Content,0,5,13.0,2023-10-19,2024-01-09,0.0,hip-pain-at-night,,,,,
https://es.client_domain.com/resources/articles/hip-pain-when-sitting/,es,resources,resources/articles,Existing Content,0,2,10.0,2023-09-29,2023-11-03,0.0,hip-pain-when-sitting,,,,,
https://es.client_domain.com/resources/articles/hip-tendinitis-exercises/,es,resources,resources/articles,Existing Content,0,4,4.5,2023-09-04,2023-11-02,0.0,hip-tendinitis-exercises,,,,,
https://es.client_domain.com/resources/articles/how-digital-msk-solutions-can-help-american-warehouse-workers-address-back/,es,resources,resources/articles,Existing Content,0,8,9.857142857142858,2023-08-20,2023-12-20,0.0,how-digital-msk-solutions-can-help-american-warehouse-workers-address-back,,,,,
https://es.client_domain.com/resources/articles/how-exercise-can-improve-mental-health-and-chronic-pain/,es,resources,resources/articles,Existing Content,0,1,5.0,2023-12-13,2023-12-13,0.0,how-exercise-can-improve-mental-health-and-chronic-pain,,,,,
https://es.client_domain.com/resources/articles/how-much-exercise-is-too-much/,es,resources,resources/articles,Existing Content,0,6,4.5,2023-08-31,2023-12-23,0.0,how-much-exercise-is-too-much,,,,,
https://es.client_domain.com/resources/articles/how-to-exercise-at-home/,es,resources,resources/articles,Existing Content,0,1,3.0,2023-11-02,2023-11-02,0.0,how-to-exercise-at-home,,,,,
https://es.client_domain.com/resources/articles/how-to-exercise-with-sciatica/,es,resources,resources/articles,Existing Content,0,2,3.0,2023-12-20,2024-01-05,0.0,how-to-exercise-with-sciatica,,,,,
https://es.client_domain.com/resources/articles/how-to-fix-tech-neck/,es,resources,resources/articles,Existing Content,0,1,3.0,2023-10-10,2023-10-10,0.0,how-to-fix-tech-neck,,,,,
https://es.client_domain.com/resources/articles/how-to-keep-your-healthy-habits-during-your-summer-vacation/,es,resources,resources/articles,Existing Content,0,1,4.0,2023-09-06,2023-09-06,0.0,how-to-keep-your-healthy-habits-during-your-summer-vacation,,,,,
https://es.client_domain.com/resources/articles/how-to-prevent-ankle-sprains/,es,resources,resources/articles,Existing Content,0,1,10.0,2023-11-09,2023-11-09,0.0,how-to-prevent-ankle-sprains,,,,,
https://es.client_domain.com/resources/articles/how-to-prevent-muscle-spasms/,es,resources,resources/articles,Existing Content,0,8,31.380952380952372,2023-11-22,2024-01-11,0.0,how-to-prevent-muscle-spasms,,,,,
https://es.client_domain.com/resources/articles/how-to-sit-with-si-joint-pain/,es,resources,resources/articles,Existing Content,0,6,4.6,2023-09-05,2023-10-13,0.0,how-to-sit-with-si-joint-pain,,,,,
https://es.client_domain.com/resources/articles/how-to-sleep-with-neck-pain/,es,resources,resources/articles,Existing Content,0,1,14.0,2023-09-14,2023-09-14,0.0,how-to-sleep-with-neck-pain,,,,,
https://es.client_domain.com/resources/articles/how-to-stretch-your-whole-body/,es,resources,resources/articles,Existing Content,0,1,4.0,2023-10-17,2023-10-17,0.0,how-to-stretch-your-whole-body,,,,,
https://es.client_domain.com/resources/articles/how-to-unlock-the-power-of-pain-science-to-achieve-your-athletic-goals/,es,resources,resources/articles,Existing Content,0,2,6.5,2023-12-01,2023-12-15,0.0,how-to-unlock-the-power-of-pain-science-to-achieve-your-athletic-goals,,,,,
https://es.client_domain.com/resources/articles/is-walking-good-for-arthritis-in-the-knee/,es,resources,resources/articles,Existing Content,0,7,9.277777777777766,2023-08-31,2023-09-18,0.0,is-walking-good-for-arthritis-in-the-knee,,,,,
https://es.client_domain.com/resources/articles/jumpers-knee/,es,resources,resources/articles,Existing Content,0,10,12.05,2023-08-09,2024-01-09,0.0,jumpers-knee,,,,,
https://es.client_domain.com/resources/articles/kegel-exercises/,es,resources,resources/articles,Existing Content,0,2,6.0,2023-12-15,2024-01-10,0.0,kegel-exercises,,,,,
https://es.client_domain.com/resources/articles/knee-pain-when-squatting/,es,resources,resources/articles,Existing Content,0,2,8.0,2023-10-26,2023-11-13,0.0,knee-pain-when-squatting,,,,,
https://es.client_domain.com/resources/articles/learn-how-to-prevent-chronic-pain-in-the-retail-industry/,es,resources,resources/articles,Existing Content,0,16,12.15625,2023-07-30,2024-01-09,0.0,learn-how-to-prevent-chronic-pain-in-the-retail-industry,,,,,
https://es.client_domain.com/resources/articles/low-back-pain-exercises/,es,resources,resources/articles,Existing Content,0,3,6.666666666666667,2023-11-17,2023-12-05,0.0,low-back-pain-exercises,,,,,
https://es.client_domain.com/resources/articles/lower-back-pain-after-running/,es,resources,resources/articles,Existing Content,0,1,19.0,2023-12-30,2023-12-30,0.0,lower-back-pain-after-running,,,,,
https://es.client_domain.com/resources/articles/lower-back-pain-that-radiates-to-front-pelvic-area/,es,resources,resources/articles,Existing Content,0,1,2.0,2023-10-31,2023-10-31,0.0,lower-back-pain-that-radiates-to-front-pelvic-area,,,,,
https://es.client_domain.com/resources/articles/lower-back-pain-when-bending-over/,es,resources,resources/articles,Existing Content,0,1,6.0,2023-09-28,2023-09-28,0.0,lower-back-pain-when-bending-over,,,,,
https://es.client_domain.com/resources/articles/meet-the-new-brand-term-brand/,es,resources,resources/articles,Existing Content,0,1,5.0,2023-11-21,2023-11-21,0.0,meet-the-new-brand-term-brand,,,,,
https://es.client_domain.com/resources/articles/muscle-soreness-relief/,es,resources,resources/articles,Existing Content,0,16,9.875,2023-08-02,2023-11-15,0.0,muscle-soreness-relief,,,,,
https://es.client_domain.com/resources/articles/neck-arthritis/,es,resources,resources/articles,Existing Content,2,30,28.252499999999998,2023-09-29,2024-01-13,6.666666666666667,neck-arthritis,,,,,
https://es.client_domain.com/resources/articles/neck-pain/,es,resources,resources/articles,Existing Content,0,5,27.0,2023-08-02,2023-11-22,0.0,neck-pain,,,,,
https://es.client_domain.com/resources/articles/pain-in-knee-when-climbing-stairs/,es,resources,resources/articles,Existing Content,1,7,3.857142857142857,2023-09-14,2023-11-14,14.285714285714285,pain-in-knee-when-climbing-stairs,,,,,
https://es.client_domain.com/resources/articles/pelvic-pain-at-night/,es,resources,resources/articles,Existing Content,1,39,16.078703703703702,2023-08-05,2024-01-12,2.564102564102564,pelvic-pain-at-night,,,,,
